Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Negative,"Replying to 
@hecpkofficial
@Xadeejournalist
 kindly stop online classes system... Nothing else than wastage of time... Hope you take some action.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We are not attend classes anymore
These classes are useless and total waste of time 
We dont want these type of classes 
Because 
1 lack of Considration
2 some students having internet issues and some even  dont have internet conection . 
3 Lack of Student/ Teacher interaction.","#Internet issue
#Students and Teacher lack of interest in online classes",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
University of Sialkot issue:
Repectfully stated that i am the student of university of Sialkot. We cant study on online portal.Many of us dont have sourses to study online because they are from backward areas. So it is requested you to plzz end the online classes. 
Thank you",#Proper resources issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
I'm studying in university of sialkot.
We are pessimistic about online
classes, and vividly online classes
are out of sight for every individual
because of poor facilities, as for as
internet is concerned, moreover we
have paid 70k per semester for
proper classes not for online.","#Proper facilities issue
#Internet issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#SuspendOnlineClasses 
#SuspendCUSTOnlineClasses 
#UniFeeQuarantine 
#No2ndinstallmentcust
#we_want_Semester_Break
@ImranKhanPTI
 
@PTIofficial
 
@UsmanAKBuzdar
 
@PTIofficial
 
@BOLNETWORK",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Its a wastage of time and our money.
Like we paid heavy fees  but at this time we don't have ability to attend the class properly, disturbance (student login from 2nd id and creat disturbance) , the third point is that we don't have proper internet facilities.","#Internet issue
",Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We reject online classes bcz its totally waste of time and money?",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
I Have A Question You Are going To Ask The Question from Universities but You Need To Understand what Is Basic Problem Is? Internet Connection Which is Necessity For online classes.
@hecpkofficial",#Internet issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Rejecte this decision please break sems die to leak of sources",#Proper resources issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Kindly stop online classes
It's just waste of time
You cannot teach any student by forcing them to take these useless classes.",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Government institutions don't teach good even in the lecture halls. How anyone can imagine that they can conduct online classes in a well organized way?

Moreover, internet packages are too much expensive. We have paid huge fees of the institution. HEC should provide us with evo.","#Highly expensive data packages
#Semester fee issue",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
How wil you manage lab work",#Practical/Labs issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Totaly not satisfied from online education",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Online classes are useless.
These online classes are not helping us at all but our university want us to take these lectures online.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
There is no use of online classes we are unable to comprehend the leactrs plz cancel these online classes",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
1. Internet Facilties Problems.2. Lack of  Electricity.      
 Should take some serious action before it,s too late.","#Internet issue
#Loadshedding/Electricity issue",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
whom you are asking about this?  the universities ? That are just delievering lecture to complete their credit hours?  
There should be no classes in such days it is not easy to learn at home without asking without understanding.",,Twitter,English,1,
Negative,"Many of students belongs to villages where net service is poor it is the question of our future so plzz stop the online classes 
we already gave many problems we don't got the quality of education through voice link so plzz take action we all are thankfull for this favour","#Poor internet connectivity issue
#Online classes quality issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
First establish system for the online classes. Student ID Login system in which all the syalabus should be uploaded. You can?t say sending notes on WhatsApp or making Google Meet will be helpful. Secondly, poor quality of Internet is a big issue.","#Poor internet connectivity issue
#Proper enviorement issue for online classes",Twitter,English,1,
Negative,Take time to build this system till then stop torturing students to take online classes. Which is a waste of time.,#Mental Health issue,Twitter,English,1,
Negative,"Humaray future k sath khela ja rha ha .
Online classes are not suitable for pakistan atleast not for Engineering. 
@hecpkofficial
 ",,Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
The students of Balochistan who were living in hostels in cities like Karachi , Lahore , Islamabad  they moved back to Balochistan due to Corona virus outbreak and there is no 4g coverage in Balochistan and Ptcl devices connection is very poor so how we can attend online classes.",#Poor internet connectivity issue,Twitter,English,1,
Negative,"We can't do assignments base on online classes we can't even understand what we are seeking it's not working well for us 
if it's continues I don't think any of us will pass any exam.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We have no issues with online classes if you provide laptops and free internet access to all the students.
otherwise
#SuspendOnlineClasses
#We_Want_Semester_Break","#Laptop/PC availability issue
#Internet data package issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Universities are just fulfilling formalities to complete their courses as they have scheduled it in their academic calendar.
@hecpkofficial
  
@GOPunjabPK
  
@ImranKhanPTI
  
@PTIofficial
  #SuspendOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir we face alot of problems... Like first the connectivity problem... If we mail university these problems they said 'semester freeze kra lo'.. We paid for quality education... But the teachers are not trained really to do so in online classes... You must understand our problems","#Poor internet connectivity 
#untrainded teacher for online classes",Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Please Send Suspend Online Classes Notification to PMAS ARID AGRICULTURE UNIVERSITY RAWALPINDI
#wewantsemesterbreak",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
#we_want_semester_break",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We reject online classes",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Our university GCUF has changed online system with hand written assignments.teachers send the name of topic and we have to make assignments..is we have paid heavy fees for only these assignments.teachers should've either to take  lectures online or should have to suspend all this",#Smester fee issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#StopOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
@hecpkofficial
 
We need semester break
#WeRejectOnlineEdu",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We're not satisfied with the online classes system. It's a totally waste of time.. 
#SuspendOnlineClasses",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
How would you guage Psychological pressure regarding Corona virus spread ? These are extra ordinary circumstances not normal . Online classes or regular classes needs CONCENTRATION, where we can get that ?",#Mental Health issue,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Stop online classes not doing well some has no ineernet and some has no equipments like computer and if they have they don't no how to use","#Internt issue
#Laptop/PC availability issue",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
How we will perform practicals?",#Practical/Labs issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
HEC, neither you nor the universities can provide the facility of good internet and good computing power in rural areas of Pakistan.",#Poor internet connectivity in rural areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please take a note on classes. The system is pathetic so please ensure the system first then make a start or  reschedule the semester after this pandemic.",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Allah ka wasta ha kuch khial kr lain.. We pay for regular classes not for online.. Kuch smjh nai ati online class ma. Khudara. Kuch krain. Net pkj sastay krnay sa hal nai ho ga kuch b..","#Online calsses understandibility
 issue",Twitter,Mix(English+Roman Urdu),2,
Negative,"Replying to 
@hecpkofficial
Sttudents are complaining about online classes for the past 3 weeks but not even a single government person has paid attention to this. If you want online graduates like with no practical experience then be it you will only increase the ongoing un employment rate in Pakistan.",,Twitter,English,1,
